station_id,model,lead_hours,n_samples,bias_c,mae_c,rmse_c,error_std_c
EGLC,ukmo_uk_deterministic_2km,21,89,-0.2887640449438202,0.8213483146067415,1.0786487593593272,1.0451661679812179
EGLC,ukmo_uk_deterministic_2km,24,90,-0.23555555555555557,0.8355555555555556,1.1284207253207172,1.1097434779112434
EGLC,ukmo_uk_deterministic_2km,27,89,-0.06179775280898878,0.7651685393258426,1.0613220502665637,1.0655243713327178
EGLC,ukmo_uk_deterministic_2km,30,89,0.10561797752808984,0.8337078651685392,1.1954031805399146,1.1974745727573544
EGLC,ukmo_uk_deterministic_2km,33,89,0.06966292134831457,0.903370786516854,1.2978807271943258,1.3033527128823312
EGLC,ukmo_uk_deterministic_2km,36,89,-0.012359550561797609,0.949438202247191,1.3273696216049058,1.3348323204806645
EGLC,ukmo_uk_deterministic_2km,39,89,-0.04269662921348307,0.9752808988764045,1.3689986498790956,1.3760853270691
EGLC,ukmo_uk_deterministic_2km,42,89,-0.12247191011235965,1.0370786516853934,1.437343054451433,1.440229843477388
EGLC,ukmo_uk_deterministic_2km,45,89,-0.11685393258426954,1.0337078651685394,1.3910629675810082,1.393999800692579
EGLC,ukmo_uk_deterministic_2km,48,89,-0.20674157303370796,1.0337078651685392,1.379708485738193,1.3718598650280465
EGLC,ukmo_uk_deterministic_2km,51,88,-0.16818181818181818,1.0590909090909089,1.4187862930880553,1.4168562784166254
EGLC,ukmo_uk_deterministic_2km,54,88,-0.0647727272727272,1.0465909090909091,1.4674111402553323,1.47438198802209
